sku,description,prod_type,comm_class,lot_control_flag,primary_dc,abc_code,fin_rprt_grp,sku_entry_date,sku_status,discon_date
594388PTC,Cough Syrup,OTC,General Market,Yes,NJWH100A,A,OTCNJ3163,3/31/2022,Active,
970330THO,Allergy Relief Caps Sample,OTC,Sample,Yes,CADC400D,,OTCCA1968,11/9/2020,Inactive,
153673HLM,Antacid Chewables,OTC,General Market,Yes,CADC400D,C,OTCCA8412,10/15/2020,Active,
366394QIP,Levothyroxine 20mg Tablets,Pharma,Private Label,Yes,PAWH200B,A,PHRPA5402,12/3/2023,Active,
233339YTM,Cold and Flu Capsules,OTC,General Market,Yes,NJWH100A,A,OTCNJ9023,1/14/2020,Active,
274848CIY,Sertraline 250mg Tablets,Pharma,General Market,Yes,CADC400D,A,PHRCA9502,8/8/2022,Inactive,
847953VPF,Pain Relief aTblets,OTC,General Market,Yes,PAWH200B,C,OTCPA9187,9/5/2024,Active,
314356WGL,Amoxicillin 250mg Tablets Sample,Pharma,Sample,Yes,NJWH100A,A,INVALIDFRG1,6/13/2017,Active,
548153HDE,Atorvastatin 100mg Tablets,Pharma,General Market,Yes,TXDC300C,B,PHRTX4611,4/30/2025,Inactive,
519361PHC,Amoxicillin 50mg Tablets Sample,Pharma,,Yes,PAWH200B,C,PHRPA6847,10/1/2020,Active,
999294FNM,Losartan 5mg Tablets,Pharma,General Market,Yes,TXDC300C,C,PHRTX3480,10/18/2020,Active,9/3/2019
351636MFE,Cold and Flu Capsules,OTC,Private Label,Yes,CADC400D,B,OTCCA7244,5/22/2017,Active,
767680UTF,Amoxicillin 5mg Tablets,Pharma,General Market,Yes,NJWH100A,A,PHRNJ1164,9/7/2025,Inactive,
726360EOE,Antacid Chewables,OTC,Sample,Yes,ILWH500E,A,OTCIL5488,12/5/2021,Inactive,
976725SCI,Losartan 250mg Tablets,Pharma,General Market,Yes,CADC400D,B,PHRCA5418,4/28/2019,Active,
812749JIQ,Allergy Relief Caps,OTC,Private Label,Yes,,C,OTCPA4879,4/14/2021,Inactive,
588086XHC,Lisinopril 100mg Tabelts,Pharma,,Yes,CADC400D,C,PHRCA7109,3/16/2024,Active,
910556GNZ,Metformin 20mg Tablets,,Sample,Yes,CADC400D,C,PHRCA5635,11/11/2021,Active,
233215ZBN,Losartan 10mg Tablets Sample,Pharma,Sample,Yes,ILWH500E,C,PHRIL3479,2/16/2021,Inactive,
303216ATM,Cold and Flu Capsules Sample,OTC,Sample,Yes,TXDC300C,A,OTCTX1792,7/26/2018,Inactive,
511991KWR,Antacid Chewables Private Label,OTC,Private Label,Yes,NJWH100A,A,OTCNJ6352,8/5/2024,Inactive,
568980AQB,Ibuprofen 20mg Tablets Private Label,Pharma,Private Label,Yes,CADC400D,A,PHRCA9412,10/10/2022,Active,
738514DDL,Cough Syrup,OTC,General Market,No,ILWH500E,C,OTCIL2696,7/30/2025,Inactive,
801137VZC,Cold and Flu CapsulesP rivate Label,OTC,Private Label,Yes,,C,OTCIL3293,11/19/2020,Active,
246174EQD,Allergy Relief Caps,OTC,General Market,Yes,NJWH100A,C,OTCNJ7689,6/5/2021,Inactive,
261427JVA,Amoxicillin 10mg Tablets,Pharma,General Market,Yes,ILWH500E,B,PHRIL8464,8/6/2023,Inactive,
941036PHP,Hydrochlorothiazide 5mg Tablets Private Label,Pharma,,Yes,NJWH100A,B,PHRNJ6165,9/5/2025,Active,
124915YLH,Atorvastatin 10mg Tablets,Pharma,General Market,Yes,PAWH200B,B,PHRPA6938,5/8/2017,Active,
326371MKI,Hydrochlorothiazide 20mg Tablets,Pharma,General Market,Yes,TXDC300C,B,PHRTX6136,8/6/2022,Inactive,
742617IST,Amoxicillin 50mg Tablets Sample,Pharma,Sample,Yes,,B,PHRPA2593,3/19/2018,Inactive,7/7/2031
747513WOZ,Pain Relief Tablets Private Label,OTC,Private Label,Yes,PAWH200B,B,OTCPA3298,10/26/2021,Inactive,
489184UXV,Cough Syrup,OTC,Sample,Yes,CADC400D,A,OTCCA6316,8/26/2020,Inactive,
591424EII,Levothyroxine 250mg Tablets,Pharma,General Market,Yes,ILWH500E,B,PHRIL6378,9/26/2018,Inactive,
605346NOA,Antacid Chewables Private Label,OTC,,Yes,TXDC300C,A,OTCTX7678,1/1/2024,Active,
295131OQK,Cold and Flu Capsules,OTC,Sample,Yes,TXDC300C,A,OTCTX1797,3/2/2021,Active,
623567RTJ,Levothyroxine 20mg aTblets,Pharma,General Market,Yes,TXDC300C,A,PHRTX8045,3/14/2025,Active,
207344TDC,Allergy Relief Caps Private Label,OTC,Private Label,Yes,TXDC300C,A,OTCTX5366,4/10/2017,Inactive,
723417YNX,Cold and Flu Capsules Private Label,OTC,Private Label,Yes,NJWH100A,A,OTCNJ6347,2/22/2017,Inactive,
590700OKX,Sertraline 10mg Tablets,Pharma,General Market,Yes,NJWH100A,A,PHRNJ8986,1/16/2025,Active,
864414AKW,Cold and Flu Capsules,OTC,General Market,Yes,PAWH200B,C,OTCPA3102,2/19/2024,Inactive,
858549LNP,Allergy Relief Caps,OTC,Sample,Yes,NJWH100A,B,OTCNJ1110,7/1/2025,Active,
216214BUQ,Atorvastatin 100mg Tablets,Pharma,General Market,Yes,,A,PHRTX6875,12/8/2024,Inactive,
202261CBB,Atorvastatin 20mg Tablets,Pharma,General Market,Yes,,C,PHRPA7331,11/15/2022,Active,4/23/2028
854467MWZ,Cough Syrup Sapmle,OTC,Sample,Yes,ILWH500E,B,OTCIL3579,5/10/2017,Active,
817948FAG,Couhg Syrup,OTC,Private Label,Yes,ILWH500E,A,OTCIL9583,7/21/2019,Active,
367708GLI,Losartan 5mg Tablets Sample,Pharma,,Yes,TXDC300C,C,PHRTX8538,4/4/2024,Active,
845050FKN,Cold and Flu Capsules,OTC,General Market,Yes,,B,OTCPA5585,12/21/2025,Active,
485474SEX,Allergy Relief Caps,OTC,General Market,No,ILWH500E,C,OTCIL7405,7/30/2021,Inactive,
876232FUE,Cold and Flu Capsules,,General Market,Yes,PAWH200B,B,OTCPA5087,6/14/2023,Active,
119088APJ,Allergy Relief Caps,OTC,Sample,Yes,CADC400D,A,OTCCA9762,11/26/2018,Inactive,
220272ZXS,Losartan 250mg Tablets,Pharma,,Yes,PAWH200B,C,PHRPA1832,3/15/2017,Inactive,
774024HGS,Cough Syrup Sample,OTC,Sample,Yes,NJWH100A,A,OTCNJ7553,12/24/2017,Inactive,
928386GNZ,Lisinopril 20mg Tablets,Pharma,Sample,Yes,ILWH500E,B,PHRIL1793,5/8/2021,Active,
133078WVU,Metformin 250mg Tablets Private Label,Pharma,,Yes,PAWH200B,C,PHRPA9769,11/9/2022,Inactive,
226692PIO,Antacid Chewables,OTC,General Market,Yes,CADC400D,B,OTCCA1799,1/23/2020,Inactive,
611688TAM,Sertraline 100mg Tablets Private Label,Pharma,Private Label,Yes,NJWH100A,B,INVALIDFRG1,8/3/2019,Active,
807931KLM,Losartan 100mg Tablets,Pharma,Private Label,No,PAWH200B,C,PHRPA7490,6/6/2020,Inactive,
106042WJA,Cold and Flu Capsules Private Label,OTC,Private Label,Yes,TXDC300C,B,OTCTX4202,5/7/2019,Inactive,
909626QBY,Omeprazole 5mg Tablets,Pharma,Private Label,Yes,NJWH100A,B,PHRNJ1830,6/5/2017,Inactive,
542806XVY,Hydrochlorothiazide 10mg Tablets Private Label,Pharma,Private Label,Yes,NJWH100A,B,PHRNJ7028,6/24/2018,Active,
845482WCS,Lisinopril 5mg Tablets Private Label,Pharma,Private Label,Yes,PAWH200B,C,PHRPA5605,10/16/2019,Active,
614035MUT,Pain Relief Tablets Sample,OTC,Sample,Yes,ILWH500E,A,OTCIL8217,4/2/2017,Inactive,
430570HMI,Metformin 20mg Tablets Sample,Pharma,Sample,Yes,TXDC300C,A,PHRTX3823,10/19/2024,Active,
716226QQM,Pain Relief Tablets Private Label,OTC,Private Label,Yes,ILWH500E,A,OTCIL5120,3/15/2022,Active,
233458VHA,Lisinopril 50mg Tablets,,Private Label,Yes,PAWH200B,A,PHRPA8393,6/1/2020,Active,
638357HTI,Ibuprofen 5mg Tablets,Pharma,General Market,Yes,CADC400D,A,PHRCA2018,11/4/2017,Inactive,
798895RCP,Cough Syrup,OTC,Sample,Yes,ILWH500E,B,OTCIL8126,6/30/2018,Active,
749010NQN,Levothyroxine 5mg Tablets Sample,Pharma,Sample,Yes,TXDC300C,C,PHRTX3683,2/21/2018,Active,
657663WZK,Cold and Flu Capsules,OTC,,Yes,NJWH100A,C,OTCNJ8370,5/6/2017,Inactive,
884292PLZ,Cough Syrup,OTC,General Market,Yes,ILWH500E,,OTCIL1615,4/27/2018,Inactive,
244565IFO,Cold and Flu Capsules,OTC,Sample,Yes,ILWH500E,B,OTCIL9514,11/16/2025,Inactive,
361841ZYO,Ibuprofen 20mg Tablets,Pharma,Sample,Yes,PAWH200B,A,INVALIDFRG1,2/25/2022,Active,
988741PAO,Lisinopril 5mg Tablets Sample,Pharma,Sample,Yes,ILWH500E,C,PHRIL8534,8/14/2023,Active,
409565TMX,Cough Syrup,OTC,Sample,Yes,,A,OTCTX8004,1/18/2024,Active,
881624ZFP,Allergy Relief Caps,OTC,Private Label,Yes,CADC400D,C,OTCCA7363,10/2/2025,Active,
532487IZS,Ibuprofen 50mg Tablets,Pharma,Private Label,Yes,ILWH500E,C,PHRIL3350,1/9/2017,Inactive,
466455NWW,Cold and Flu Capsules,OTC,Sample,Yes,PAWH200B,B,OTCPA8921,9/5/2018,Active,
620740JBQ,Amoxicillin 5mg Tablets Sample,Pharma,Sample,Yes,CADC400D,C,PHRCA9034,2/7/2019,Inactive,
368514WPZ,Cough Syrup,OTC,Sample,Yes,PAWH200B,B,OTCPA9611,9/18/2021,Active,
829234OHV,Cold and Flu Capsules,OTC,General Market,Yes,ILWH500E,B,OTCIL7113,1/8/2019,Inactive,
175958KIE,Pain Relief Tablets Private Label,OTC,Private Label,Yes,ILWH500E,A,OTCIL3930,1/17/2021,Active,
790323XKU,Hydrochlorothiazide 50mg Tablets,Pharma,General Market,Yes,PAWH200B,C,PHRPA4746,12/28/2020,Active,5/10/2029
938918OVR,Allergy Relief Caps Sample,OTC,Sample,Yes,CADC400D,A,OTCCA7450,12/11/2017,Active,4/20/2029
238633UZM,Pain Relief Tablets,OTC,General Market,Yes,,A,OTCCA5394,5/14/2023,Active,
346509LSN,Antacid Chewables Private aLbel,OTC,Private Label,Yes,CADC400D,B,OTCCA1796,2/14/2022,Active,
899122GZJ,Cough Syrup Private Label,OTC,Private Label,Yes,PAWH200B,A,OTCPA5835,3/2/2017,Active,
480614BCE,Pain Relief Tablets Private Label,OTC,Private Label,Yes,PAWH200B,A,OTCPA7091,12/7/2023,Active,
897373UOW,Atorvastatin 100mg Tablets Sample,Pharma,Sample,Yes,ILWH500E,C,INVALIDFRG1,3/29/2019,Active,
289578LVL,Levothyroxine 250mg Tablets,Pharma,General Market,No,ILWH500E,B,PHRIL3428,3/22/2020,Active,
250507SMN,Lisinopril 20mg Tablets Sample,Pharma,Sample,Yes,TXDC300C,C,PHRTX6858,2/27/2019,Inactive,
643911EBJ,Metformin 5mg Tablets,Pharma,Private Label,Yes,PAWH200B,B,PHRPA2524,6/11/2025,Active,
420420NVE,Losartan 100mg Tablets,Pharma,General Market,Yes,CADC400D,B,INVALIDFRG1,9/8/2025,Active,
120361LZU,Pain Relief Tablets,OTC,Sample,Yes,,B,OTCCA6953,2/4/2023,Inactive,
802614CSA,Pain Relief Tablets,OTC,Private Label,Yes,NJWH100A,C,OTCNJ8258,4/29/2020,Inactive,
660395XSR,Cough Syrup,OTC,Sample,Yes,CADC400D,A,OTCCA7644,8/9/2021,Active,
931763LRP,Cold and Flu Capsules,OTC,Private Label,Yes,PAWH200B,A,OTCPA4925,12/29/2024,Inactive,
923559WUS,Allergy Relief Caps,OTC,Sample,Yes,PAWH200B,C,OTCPA4194,5/30/2024,Inactive,
644395AII,Amoxicillin 10mg Tablets Private Label,Pharma,,Yes,CADC400D,C,PHRCA1519,4/9/2017,Inactive,
455448WYO,Allergy Relief Caps,OTC,Sample,Yes,ILWH500E,C,OTCIL2407,2/20/2025,Active,
304790WEB,Pain Relief Tablets,OTC,,Yes,NJWH100A,B,OTCNJ2160,4/17/2018,Active,
852681PPA,Metformin 10mg Tablets Sample,Pharma,Sample,Yes,NJWH100A,B,PHRNJ5550,2/20/2023,Active,
419826BDR,Cold and Flu Capsules,,Private Label,Yes,ILWH500E,C,OTCIL1557,6/2/2022,Inactive,
119610LMC,Cough Syrup,OTC,General Market,Yes,TXDC300C,A,OTCTX4376,10/16/2024,Active,
760774QLB,Hydrochlorothiazide 50mg Tablets Private Label,Pharma,Private Label,Yes,NJWH100A,A,PHRNJ5843,1/19/2020,Inactive,
442145LPD,Hydrochlorothiazide 5mg Tablets,Pharma,Private Label,Yes,NJWH100A,B,PHRNJ4926,1/29/2024,Active,
835264WIU,Atorvastatin 20mg Tablets Private Label,,Private Label,Yes,TXDC300C,C,PHRTX4637,6/15/2019,Active,
478491BZV,Levothyroxine 10mg Tablets,,General Market,Yes,TXDC300C,A,PHRTX4096,5/2/2019,Inactive,
721542AOJ,Levothyroxine 5mg Tablets,Pharma,General Market,Yes,PAWH200B,B,PHRPA6376,3/24/2018,Active,
987789XWR,Omeprazole 5mg Tablets,Pharma,Sample,Yes,ILWH500E,A,PHRIL2255,4/28/2020,Inactive,
842451CPI,Amoxicillin 50mg Tablets,Pharma,General Market,No,NJWH100A,B,PHRNJ6523,8/4/2018,Inactive,
376730BSP,Antacid Chewables,OTC,Sample,Yes,NJWH100A,C,OTCNJ7907,11/8/2017,Active,
289346QMS,Levothyroxine 50mg Tablets,Pharma,General Market,Yes,TXDC300C,C,PHRTX9789,8/11/2025,Inactive,
597283LHH,Lisinopril 100mg Tablets,Pharma,General Market,Yes,CADC400D,C,PHRCA2793,4/11/2021,Active,
656460OXZ,Ibuprofen 250mg Tablets,Pharma,General Market,Yes,NJWH100A,B,PHRNJ7933,9/3/2018,Active,
220284XAF,Ibuprofen 100mg Tablets,Pharma,Sample,Yes,TXDC300C,C,PHRTX6408,7/20/2021,Inactive,
934007DSQ,Hydrochlorothiazide 250mg Tablets,Pharma,General Market,Yes,TXDC300C,A,PHRTX4142,4/24/2021,Inactive,3/14/2031
727343ZBK,Sertraline 20mg Tablets Private Label,Pharma,Private Label,Yes,PAWH200B,C,PHRPA3275,9/30/2023,Active,
378444VOU,Losartan 250mg Tablets Private Label,Pharma,Private Label,No,ILWH500E,B,PHRIL1212,10/29/2023,Active,
572661GJL,Cold and Flu Capsules,OTC,,Yes,TXDC300C,A,OTCTX1594,11/7/2020,Active,
368741EWC,Lisinopril 5mg Tablets,Pharma,General Market,Yes,ILWH500E,C,PHRIL1983,3/10/2023,Inactive,
415562GKM,Cough Syrup,OTC,Private Label,No,TXDC300C,B,OTCTX9641,7/6/2025,Inactive,
761532WDH,Antacid Chewables Private Label,OTC,Private Label,Yes,ILWH500E,B,OTCIL5608,8/28/2023,Inactive,
328730LWV,Losartan 10mg Tablets Private Label,Pharma,Private Label,Yes,PAWH200B,C,PHRPA6205,4/28/2018,Inactive,
373046VYL,Antacid Chewables Sample,OTC,Sample,No,,A,OTCPA9518,2/13/2017,Inactive,
689367EHN,Lisinopril 100mg Tablets,Pharma,General Market,No,CADC400D,C,INVALIDFRG1,8/3/2024,Active,
968055JEL,Omeprazole 10mg Tablets Pirvate Label,Pharma,Private Label,Yes,PAWH200B,A,PHRPA1248,10/9/2020,Inactive,
189781YUH,Omeprazole 100mg Tablets,Pharma,,Yes,,A,PHRIL1121,2/5/2017,Inactive,
197846SWN,Metformin 5mg Tablets,Pharma,Sample,Yes,CADC400D,C,PHRCA5807,12/14/2017,Inactive,3/12/2030
485766KMK,Antacid Chewables,OTC,Private Label,Yes,TXDC300C,A,OTCTX4421,8/31/2024,Inactive,
842108IOV,Antacid Chewables,OTC,,Yes,PAWH200B,C,OTCPA8571,11/9/2020,Active,9/3/2019
251432SZZ,Cold and Flu Capsules Sample,,Sample,Yes,TXDC300C,C,OTCTX2147,9/2/2017,Inactive,
376457IUD,Ibuprofen 100mg Tablets,Pharma,General Market,Yes,TXDC300C,B,PHRTX6589,7/21/2021,Active,
784250GYW,Allergy Relief Caps,OTC,,Yes,CADC400D,C,OTCCA1481,4/7/2018,Inactive,
143485VII,Losartan 5mg Tablets Private Label,Pharma,Private Label,Yes,NJWH100A,B,PHRNJ9548,7/28/2021,Inactive,9/2/2028
360814XJO,Allergy Relief Caps,OTC,,Yes,PAWH200B,C,OTCPA5453,12/27/2019,Active,
675870BDG,Losartan 250mg Tablets,Pharma,Sample,Yes,TXDC300C,B,PHRTX3413,3/10/2018,Inactive,
289470FPE,Omeprazole 5mg Tablets,Pharma,Private Label,Yes,PAWH200B,A,PHRPA7354,7/21/2018,Inactive,
108408BWW,Metformin 10mg Tablets Private Label,Pharma,Private Label,No,ILWH500E,B,PHRIL6660,11/23/2019,Active,
729189USY,Antacid Chewables,OTC,Sample,Yes,CADC400D,A,OTCCA6758,7/17/2025,Active,
387586MDC,Metformin 50mg Tablets,Pharma,General Market,Yes,PAWH200B,A,PHRPA8638,12/6/2022,Active,
486012GZU,Losartan 250mg Tablets,Pharma,General Market,Yes,TXDC300C,B,PHRTX4634,3/29/2022,Inactive,
430152NMU,Antacid Chewables Private Label,OTC,Private Label,Yes,CADC400D,B,OTCCA5499,12/4/2017,Active,
955740XZU,Pain Relief Tablets,OTC,General Market,Yes,NJWH100A,B,OTCNJ8629,3/22/2021,Active,
985258KQA,Cough Syrup,OTC,Private Label,Yes,NJWH100A,C,OTCNJ9675,3/8/2025,Inactive,
441747EBD,Amoxicillin 20mg Tablets Sample,Pharma,Sample,Yes,ILWH500E,A,PHRIL5646,12/29/2022,Active,
170645GJP,Hydroclhorothiazide 100mg Tablets,Pharma,General Market,Yes,PAWH200B,B,PHRPA6016,5/27/2019,Inactive,
971727URD,Losartan 5mg Tablets,Pharma,General Market,Yes,CADC400D,C,PHRCA5176,8/28/2019,Inactive,
172024IRU,Antacid Chewables,OTC,Sample,Yes,PAWH200B,A,OTCPA1153,11/16/2024,Inactive,
548549HNN,Antacid Chewables,OTC,Sample,Yes,ILWH500E,A,OTCIL2924,3/6/2022,Active,
325731IXL,Allergy Relief Caps Private Label,OTC,Private Label,Yes,PAWH200B,A,OTCPA3874,10/8/2025,Active,
583166KZI,Allergy eRlief Caps,OTC,,Yes,TXDC300C,C,OTCTX4542,10/19/2017,Inactive,
926341JOV,Cough Syrup,OTC,General Market,Yes,CADC400D,A,OTCCA4552,5/30/2023,Active,
435207YZY,Amoxicillin 10mg Tablets,Pharma,General Market,Yes,PAWH200B,B,PHRPA2416,9/10/2020,Active,
331748XAU,Ibuprofen 100mg Tablets Sample,Pharma,Sample,Yes,NJWH100A,B,INVALIDFRG1,12/1/2017,Active,
244432HQY,Metformin 5mg Tablets,Pharma,General Market,Yes,ILWH500E,C,PHRIL4048,4/29/2019,Active,
324214GEI,Allergy Relief Caps Sample,OTC,Sample,No,PAWH200B,A,OTCPA3447,1/29/2017,Active,
481456FJU,Cough Syrup Sample,OTC,Sample,Yes,NJWH100A,B,OTCNJ9827,4/11/2019,Active,
344875HCN,Antacid Chewables Private Label,,,Yes,CADC400D,A,OTCCA6226,6/13/2020,Inactive,
894179QQJ,Antacid Chewables,OTC,Private Label,Yes,NJWH100A,B,OTCNJ5963,12/13/2022,Active,
859320AMF,Atorvastatin 20mg Tablets Private Label,Pharma,Private Label,Yes,CADC400D,A,PHRCA6266,5/6/2020,Active,
222099TNN,Pain Relief Tablets Private Label,OTC,Private Label,Yes,NJWH100A,A,OTCNJ9464,6/26/2023,Active,
973680MVC,Sertraline 10mg Tablets,Pharma,Private Label,Yes,PAWH200B,C,PHRPA1602,6/28/2023,Active,
625332THR,Allergy Relief Caps Private Label,OTC,Private Label,Yes,NJWH100A,C,OTCNJ5387,6/9/2021,Active,
314484PYZ,Antacid Chewables Sample,OTC,,Yes,TXDC300C,A,OTCTX1319,12/7/2024,Active,
250674TDF,Amoxicillin 250mg Tablets Sample,Pharma,Sample,Yes,ILWH500E,C,PHRIL3244,2/23/2025,Inactive,
776423CMJ,Pain Relief Tablets Sample,OTC,Sample,Yes,,C,OTCCA7776,12/24/2021,Active,
398782HSF,Allergy Relief Caps Sample,OTC,Sample,Yes,PAWH200B,C,OTCPA2679,7/9/2018,Active,
969781UCY,Pain Relief Tablets Private Label,OTC,Private Label,Yes,NJWH100A,A,OTCNJ2216,12/21/2023,Inactive,
573197MLY,Cold and Flu Capsules Prviate Label,OTC,,Yes,NJWH100A,A,OTCNJ6265,9/3/2025,Inactive,
602886ZID,Omeprazole 10mg Tablets Private Label,Pharma,Private Label,Yes,ILWH500E,B,PHRIL3274,6/7/2022,Inactive,
605775FUL,Ibuprofen 10mg Tablets,Pharma,General Market,Yes,TXDC300C,A,PHRTX6799,1/25/2022,Inactive,
992612OGU,Amoxicillin 5mg Tablets Private Label,Pharma,Private Label,Yes,ILWH500E,A,PHRIL7043,1/8/2020,Inactive,
804135NML,Cough Syrup,OTC,General Market,Yes,TXDC300C,A,OTCTX2414,11/15/2025,Active,
511634BUL,Metformin 20mg Tablets Sample,Pharma,Sample,Yes,PAWH200B,B,PHRPA2540,1/25/2021,Inactive,
176956MSL,Cold and Flu Capsules Private Label,OTC,Private Label,Yes,NJWH100A,A,OTCNJ9634,11/25/2018,Active,
673633ETM,Hydrochlorothiazide 250mg Tablets,Pharma,General Market,Yes,PAWH200B,B,PHRPA5353,2/5/2025,Active,
263131HKZ,Metformin 250mg Tablets,,General Market,Yes,CADC400D,A,PHRCA7188,8/31/2025,Inactive,
166394HBY,Hydrochlorothiazide 250mg Tablets Sample,Pharma,Sample,Yes,TXDC300C,C,PHRTX5968,9/11/2017,Inactive,
582632BXE,Cough Syrup,OTC,Sample,Yes,ILWH500E,A,OTCIL4582,6/5/2022,Inactive,
321984HLD,Cold and Flu Capsules,OTC,Private Label,Yes,ILWH500E,C,OTCIL3459,6/8/2024,Active,
116140QOE,Cough Syrup Private Label,OTC,Private Label,Yes,ILWH500E,C,OTCIL5951,12/1/2021,Inactive,
750219TBQ,Cough Syrup,OTC,Private Label,Yes,ILWH500E,B,OTCIL8615,6/30/2021,Inactive,
872342XHT,Hydrochlorothiazide 50mg Tablets Sample,Pharma,Sample,Yes,CADC400D,C,PHRCA2423,2/13/2017,Active,4/4/2026
845001FDV,Cough Syrup Private Label,OTC,Private Label,Yes,NJWH100A,B,OTCNJ2522,11/13/2021,Inactive,
200261AJF,Antacid Chewables Sample,OTC,Sample,Yes,,B,OTCCA9024,1/13/2025,Inactive,
841777VVE,mAoxicillin 20mg Tablets Private Label,Pharma,Private Label,Yes,,A,INVALIDFRG1,5/8/2025,Active,
549574LXX,Cough Syrup,OTC,Sample,No,CADC400D,B,OTCCA1151,9/28/2017,Inactive,
694837WGL,Hydrochlorothiazide 50mg Tablets Private Label,Pharma,Private Label,Yes,ILWH500E,A,PHRIL1891,5/23/2019,Inactive,
146913FPK,Cough Syrup Private Label,,,Yes,TXDC300C,B,OTCTX6059,8/18/2018,Inactive,
809396JDU,Omeprazole 50mg Tablets,Pharma,General Market,Yes,PAWH200B,C,PHRPA2387,10/25/2019,Inactive,
572626KVO,Antacid Chewables Sample,OTC,Sample,Yes,TXDC300C,A,OTCTX9043,9/27/2017,Inactive,
280064CWS,Allergy Relief Caps,OTC,Sample,Yes,ILWH500E,A,OTCIL6810,4/18/2018,Active,
224070LPF,Losartan 20mg Tablets Private Label,Pharma,Private Label,Yes,CADC400D,B,PHRCA6288,11/28/2018,Inactive,
822782QBW,Antacid Chewables,OTC,General Market,Yes,CADC400D,B,OTCCA7274,9/24/2024,Active,
546989EYD,Cough Syrup Private Label,OTC,Private Label,Yes,ILWH500E,B,OTCIL5009,11/24/2019,Inactive,
628494IXQ,Hydrochlorothiazide 100mg Tablets,Pharma,Private Label,Yes,CADC400D,B,PHRCA2352,1/1/2020,Active,1/17/2028
297762XKB,Allergy Relief Caps Private Label,OTC,Private Label,Yes,NJWH100A,C,OTCNJ9189,10/6/2022,Active,
161201YFV,Cold and Flu Capsules,OTC,General Market,Yes,ILWH500E,C,OTCIL5667,3/3/2019,Inactive,5/15/2032
801093QTG,Amoxicillin 250mg Tablets,Pharma,General Market,Yes,TXDC300C,B,PHRTX2748,2/9/2022,Active,
719631VEY,Cold and Flu Capsules,OTC,General Market,Yes,ILWH500E,B,OTCIL7822,4/15/2022,Inactive,
811119UJR,Allergy Relief Caps,OTC,Sample,Yes,PAWH200B,A,OTCPA2305,8/21/2019,Active,
220816AKS,Lisinopril 50mg Tablets,Pharma,Private Label,Yes,ILWH500E,B,PHRIL5445,12/10/2017,Inactive,11/29/2029
241041TJC,Cough Syrup,OTC,General Market,Yes,CADC400D,B,OTCCA2653,7/9/2024,Active,
183042KBX,Antacid Chewables,OTC,Sample,No,CADC400D,A,OTCCA3403,8/30/2017,Inactive,
619066LVK,Amoxicillin 250mg Tablets,Pharma,Private Label,Yes,NJWH100A,B,PHRNJ2228,2/29/2020,Active,
774415JMM,Losartan 20mg Tablets,Pharma,,Yes,CADC400D,C,PHRCA4405,7/23/2025,Active,
846625IBU,Lisinopril 20mg Tablets,Pharma,General Market,Yes,CADC400D,A,PHRCA6875,6/29/2021,Inactive,
794139CYJ,Allergy Relief Caps,OTC,General Market,Yes,CADC400D,B,OTCCA9060,4/27/2024,Active,
234612LSC,Alelrgy Relief Caps Private Label,OTC,Private Label,Yes,PAWH200B,A,OTCPA2757,11/5/2020,Active,
194209FOH,Sertraline 5mg Tablets Sample,Pharma,Sample,Yes,CADC400D,A,PHRCA2618,10/14/2020,Active,
849606WQI,Pain Relief Tablets,OTC,General Market,Yes,NJWH100A,B,INVALIDFRG1,8/9/2020,Active,
302751CNM,Hydrochlorothiazide 10mg Tablets,Pharma,General Market,Yes,TXDC300C,A,PHRTX9162,2/15/2017,Inactive,8/18/2027
957578JDS,Antacid Chewables Private Label,OTC,Private Label,Yes,ILWH500E,B,OTCIL2283,2/17/2023,Inactive,
527800PLK,Cold and Flu Capsules Sample,OTC,Sample,Yes,TXDC300C,B,OTCTX6907,3/29/2024,Inactive,
240254INR,Losartan 250mg Tablets,Pharma,General Market,Yes,NJWH100A,A,PHRNJ3366,11/27/2024,Active,
338189OIR,Cold and Flu Capsules,OTC,General Market,Yes,TXDC300C,C,OTCTX5719,9/1/2022,Inactive,
704010TFH,Allergy Relief Caps,OTC,General Market,Yes,CADC400D,B,OTCCA5641,11/14/2022,Inactive,
467932DAS,Cold and Flu Capsules,,,Yes,ILWH500E,A,OTCIL7692,3/27/2025,Inactive,
664818FUW,Cough Syrup,OTC,Private Label,Yes,CADC400D,C,OTCCA5885,5/2/2025,Active,
894597FUY,Sertraline 100mg Tablets Private Label,Pharma,Private Label,Yes,NJWH100A,B,PHRNJ7908,7/31/2023,Inactive,5/15/2032
363309VGJ,Pain Relief Tablets,OTC,General Market,Yes,CADC400D,B,OTCCA2808,12/26/2024,Inactive,
546363TXT,Cough Syrup Sample,OTC,,No,NJWH100A,C,OTCNJ4906,5/19/2017,Active,
218489TAF,Levothyroxine 20mg Tablets Private Label,Pharma,Private Label,Yes,NJWH100A,B,PHRNJ3542,4/28/2025,Active,
821147WDB,Metformin 5mgT ablets Private Label,Pharma,,Yes,PAWH200B,C,PHRPA2879,2/11/2018,Active,
786466LHY,Cold and Flu Capsules Sample,OTC,Sample,Yes,TXDC300C,C,OTCTX5398,3/4/2017,Inactive,
965903RMY,Levothyroxine 20mg Tablets,Pharma,General Market,Yes,NJWH100A,A,PHRNJ3605,5/30/2019,Active,2/21/2029
